# file:		F_SBB_00001_18800101_009_001_0_003
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1880-01-01/27646518/
# tel url:	http://www.theeuropeanlibrary.org/tel4/newspapers/issue/3000097231562?page=3
245,673 O
Doppelzentner O
. O
Von O
Waaren O
der O
Gruppe O
I O
sind O
im O
Juli O
d O
. O
I O
. O
allein O
281,204 O
Doppelzentner O
eingeführt O
, O
ca O
. O
71,000 O
mehr O
als O
im O
Juni O
d O
. O
I O
. O
, O
in O
keinem O
der O
Vormonate O
hatte O
die O
Einfuhr O
diese O
Höhe O
erreicht O
. O
Die O
Einfuhr O
von O
Waaren O
der O
Gruppe O
11 O
stand O
im O
April O
d O
. O
I O
. O
mit O
45,594 O
Doppelzentnern O
am O
höchsten O
; O
in O
den O
folgenden O
drei O
Monaten O
betrug O
sie O
nur O
noch O
35,611 O
Doppelzentner O
durchschnittlich O
. O
Die O
-Einfuhr O
von O
Maschinen O
hob O
sich O
in O
fast O
ununterbrochener O
Steigerung O
von O
15,154 O
im O
Januar O
auf O
26,394 O
Doppelzentner O
im O
Juli O
d O
. O
I O
. O
— O
Die O
Ausfuhr O
von O
Waaren O
der O
Gruppe O
I O
und O
II O
hatte O
im O
Monat O
März O
d O
. O
I O
. O
die O
Höhe O
von O
395,531 O
bezw O
. O
647,283 O
Doppelzentnern O
erreicht O
, O
ging O
seitdem O
zurück O
und O
betrug O
im O
Juli O
d O
. O
I O
. O
nur O
noch O
238,743 O
bezw O
. O
533,266 O
Doppelzentner O
. O
Dagegen O
zeigte O
die O
Ausfuhr O
von O
Waaren O
der O
Gruppen O
III O
und O
IV O
noch O
bis O
zum O
Monat O
Juni O
d O
. O
I O
. O
eine O
steigende O
Bewegung O
; O
im O
Monat O
Juli O
sank O
jedoch O
auch O
diese O
Ausfuhr O
und O
zwar O
im O
Vergleich O
zum O
Vormonat O
von O
5805 O
bezw O
. O
63,670 O
auf O
4807 O
bezw O
. O
61,806 O
Doppelzentner O
. O
Die O
Einfuhr O
und O
Ausfuhr O
von O
europäischem O
Bau- O
und O
Nutzholz O
hat O
sich O
vom O
I O
. O
Januar O
bis O
Ende O
Juli O
d O
. O
I» O
. O
nach O
dem O
jüngst O
erschienenen O
Julihefte O
der O
Statistik O
des O
Deutschen O
Reiches O
folgendermaßen O
gestaltet O
: O
Einfuhr O
Ausfuhr O
reduzirt O
auf O
Festmeter O
: O
hatten O
, O
roh O
oder O
blos O
mit O
der O
Axt O
vorgearbeitet O
. O
153,819 O
143,758 O
hartes O
, O
gesägt O
oder O
auf O
anderem O
Wege O
vorgearbeitet O
oder O
zerkleinert O
. . . O
86,560 O
129,425 O
zusammen O
Hartholz O
. O
240,379 O
273,003 O
welches O
, O
rob O
K O
989,795 O
430,443 O
welches O
, O
gesägt O
jc O
. O
. . . O
412,613 O
243,786 O
zusammen O
Weichholz O
. O
1,402,408 O
694,229 O
. O
Alles O
rannte O
planlos O
durcheinander O
, O
nur O
Ottiliens B-PER
Ruf O
nach O
Wasser O
übertönte O
die O
Verwirrung O
. O
Der O
Major O
und O
der O
Polizeirath O
hoben O
Aumeier B-PER
auf O
und O
setzten O
ihn O
auf O
ein O
Sopha O
, O
dann O
eilten O
auch O
sie O
hinweg O
, O
der O
Erstere O
, O
um O
Wasser O
, O
Mundheim B-PER
, O
um O
Wein O
herbeizuholen O
. O
Weiß O
, O
der O
noch O
immer O
auf O
der O
Terrasse O
stand O
und O
in O
die O
Nacht O
hinausstierte O
, O
wurde O
durch O
den O
Lärm O
in O
den O
Saal O
zurückgerufen O
. O
Als O
er O
Aumeiers B-PER
ansichtig O
wurde O
, O
begriff O
er O
sofort O
, O
daß O
hier O
ein O
unliebsamer O
Zwischenfall O
stattgefunden O
haben O
müsse O
, O
und O
die O
Situation O
erkennend O
, O
eilte' O
er O
auf O
seinen O
Freund O
zu O
, O
neigte O
sich O
über O
ihn O
und O
raunte O
ihm O
in O
die O
Ohren O
: O
. O
Fort O
! O
Eile O
! O
' O
Der O
Bedrängte O
ließ O
sich O
das O
nicht O
zwei O
Mal O
sagen O
. O
Er O
glitt O
, O
die O
herrschende O
Verwirrung O
benützend O
, O
sachte O
vom O
Sopha O
und O
verschwand O
unter O
einem O
nebenstehenden O
Tische O
. O
Gleich O
darauf O
erreichte O
er O
ungesehen O
die O
nahe O
Thür O
, O
in O
der O
er O
sich O
rasch O
verlor O
. O
Weiß B-PER
folgte O
ihm O
ängstlich O
mit O
den O
Augen O
, O
und O
als O
Aumeier B-PER
glücklich O
aus O
dem O
Saale O
war O
, O
trat O
auch O
er O
zurück O
. O
Rath O
Brrutling B-PER
war O
der O
Erste O
, O
der O
mit O
einem O
Glase O
Wasser O
hinzukam O
. O
. O
Wo O
ist O
Aumeier B-PER
? O
' O
fragte O
er O
überrascht O
, O
als O
er O
das O
Sopha O
leer O
fand O
. O
. O
Wo O
ist O
er O
? O
' O
rief O
der O
Major O
, O
ebenfalls O
Wasser O
bringend O
. O
. O
Fort O
? O
Er O
wird O
frische O
Luft O
schöpfen O
! O
' O
meinte O
Ottilie B-PER
. O
. O
Der O
hat O
die O
Wasserscheu O
, O
drum O
ist O
er O
verschwunden O
' O
, O
rief O
der O
Polizeirath O
lachend O
, O
als O
sämmtliche O
Gäste O
mit O
großen O
und O
kleinen O
mit O
Wasser O
gefüllten O
Gefäßen O
staunend O
das O
Sopha O
umstanden O
. O
» O
Hättet O
Ihr O
, O
wie O
ich O
, O
Wein O
statt O
Wasser O
gebracht O
, O
Aumeier B-PER
hätte O
sich O
sicherlich O
nicht O
so O
schnell O
davon O
gemacht O
. O
' O
Trotz O
des O
eifrigsten O
Nachforschens O
war O
Aumeier B-PER
nicht O
«cfc O
zu O
finden O
. O
Schließlich O
nahm O
man O
an O
, O
er O
habe O
sich O
zur O
Ruhe O
begeben O
! O
( O
Fortsetzung O
folgt O
. O
) O
# file:		F_SBB_00007_19231013_062_476_0_001
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1923-10-13/2807323X/
# tel url:	???
Ausgabe O
für O
Groß-Berlin B-LOC
Preis O
20 O
MM O
. O
M O
. O
Abendblatt O
sAschs O
M6MS O
Sonnabend O
. O
13 O
. O
Oktober O
1923 O
Chefredakteur O
: O
Professor O
Dr O
. O
Paul B-PER
Lensch I-PER
. O
Schnsticituttfl O
und O
Verlag O
Berlin B-LOC
8W O
48 O
. O
Wilhelmstr B-LOC
80—82 I-LOC
. O
'^crniprcdiei O
Amt O
Rollendor O
4788—88 O
, O
5980 —88 O
. O
Post'check O
Berlin B-LOC
Ott O
107 941 O
Die O
„ O
DAZ O
" O
ondjcinl O
Sonntag» O
und O
Montag? O
einmal O
, O
tonst O
zweimal O
täfl'tcb O
. O
Bezua O
48«> O
Mill O
. O
Mk O
. O
üt O
die O
Woche O
pom O
14 O
SO O
. O
Cft O
. O
In O
fallen O
höherer O
Gewalt O
. O
von O
Betriebsstörung O
, O
non O
Streik O
oder O
erzwungener O
Einstellung O
des O
Betriebes O
besteht O
kein O
Anspruch O
auf O
Nachlieferung O
oder O
Rückgabe O
eines O
Entgelts O
. O
Anzeigenpreis O
250 O
ie O
33 O
mm O
breite O
mn«-Zeile O
mal O
Schlüsselzahl O
. O
Bedarfsanzeigen O
werden O
nach O
besonderem O
Tarif O
berechnet O
13 O
10 O
8 O
gjj O
476 O
^0 O
Mill O
. O
62 O
. O
gadrqang O
. O
Abonnements O
werden O
nur O
annenommen O
. O
wenn O
der O
Besteller O
sich O
verpflichtet O
, O
cnoaiqc O
während O
der O
Bezugszeit O
notwendig O
werdende O
PrclScrhSl O
, O
u»ncn O
zu O
bezahlen O
. O
?lnzeiq O
, O
.n.Cch>üsieI,l,>,> O
ln‘ute O
000000 O
. O
Das O
Ermächtigungsgesetz O
angenommen O
. O
316:24 O
. O
! O
Die O
Notregelung O
der O
Wirtschaft O
. O
Die O
bayerische B-ORG
Volkspartei I-ORG
m O
Saal O
geblieben O
. O
1 O
Uhr O
47 O
berlUndct O
Präsident O
Löbe B-PER
das O
silgebnil O
der O
Abstimmung O
: O
Abgegeben O
sind O
insgesamt O
347 O
Stimmen O
, O
also O
mehr O
als O
die O
verfassungsmäßig O
notwendige O
Zweidrittelmehrheit O
; O
und O
zwar O
haben O
gestimmt O
316 O
Abgeordnete O
mit O
Ja O
, O
24 O
mit O
Nein O
, O
7 O
Stimmen O
sind O
Enthaltungen O
. O
Das O
Ergebnis O
wird O
vom O
Hause O
unter O
lautlosem O
Schweigen O
ausgenommen O
. O
Sitzungsbericht O
. O
Sammeln O
. O
Ein O
Staubregen O
rieselt O
unaufhörlich O
durch O
den O
trüben O
Oktobertag O
über O
das O
herbstlich O
welke O
Laub O
des O
Tiergartens O
und O
plätschert O
auf O
die O
Schirme O
der O
Neugierigen O
herab O
. O
die O
geduldig O
vom O
frühen O
Vormittag O
an O
die O
Pönale O
des O
Reichstags O
umsäumen O
. O
Ihre O
Geduld O
wird O
auf O
eine O
harte O
Probe O
gestellt O
. O
Zu O
sehen O
gibt O
es O
kaum O
etwas O
, O
was O
der O
Aufmerksamkeit O
wert O
wäre O
. O
Die O
Insassen O
der O
Autos O
. O
die O
am O
Eingang O
der O
Abgeordneten O
vorfahren O
, O
huschen O
schnell O
flüchtend O
vor O
dem O
Regen O
in O
das O
Hohe O
Haus O
. O
Deputationen O
aus O
Berlin B-LOC
N O
. O
und O
NO O
. O
verlangen O
Einsatz O
, O
kommunistische O
Abgeordnete O
bemühen O
sich O
um O
sie O
. O
In O
einem O
großen O
Kreis O
steht O
der O
Abgeordnete
Koencn B-PER
und O
erteilt O
Fnüruktionen O
. O
Ihr O
Ziel O
? O
Ihr O
Zweck O
? O
Niemand O
weiß O
es O
. O
Vermutungen O
. O
die O
hier O
und O
da O
geäußert O
werden O
. O
lassen O
sich O
nicht O
beweisen O
. O
In O
der O
großen O
Pcmdclhalle O
ist O
es O
überraschend O
leer O
. O
Fast O
kein O
Abgeordneter O
ist O
zu O
sehen O
. O
alle O
sind O
in O
den O
Fraktionssitzungen O
versammelt O
, O
wo O
die O
Führer O
eine O
letzte O
Musterung O
ihrer O
Getreuen O
abhalten O
. O
Leben O
und O
Bewegung O
herrscht O
nur O
in O
den O
Korridoren O
des O
Obergeschosses O
. O
Dort O
stötzt O
ein O
Fraktionszimmer O
an O
das O
andere O
. O
Gruppen O
von O
Abgeordneten O
. O
Journalisten O
und O
Neugierige O
'eben O
l.erum O
und O
erörtern O
die O
mathematischen O
Möglichkeiten O
, O
die O
sich O
aus O
der O
parlamentarischen O
Lage O
ergeben O
. O
Koalitions-freundlicher O
Optimismus O
herrscht O
hier O
vor O
. O
Aber O
was O
werden O
die O
Bauern O
tun O
? O
Ist O
es O
wahr O
, O
daß O
sie O
aus O
München B-LOC
neue O
Instruktionen O
erhalten O
haben O
, O
die O
ihnen O
die O
Teilnahme O
an O
der O
Sitzung O
verbieten O
? O
Auch O
hierüber O
weiß O
niemand O
etwas O
Sicheres O
. O
Selbst O
Freunde O
der O
Fraktion O
st-.neu O
keine O
bündige O
Auskunft O
geben O
. O
Ihre O
Antworten O
sind O
orakelhaft O
unklar O
. O
Die O
Demokraten O
verkünden O
mit O
Stolz O
, O
daß O
sie O
ihre O
Abgeordneten O
bis O
auf O
einen O
einzigen O
, O
der O
im O
Ausland O
weilt O
, O
um O
das O
Fähnlein O
der O
Fraktion O
geschart O
haben O
. O
Mit O
kühler O
Ruhe O
begegnen O
die O
Deutschnationalen O
allen O
Fragen O
. O
Ihre O
Marschroute O
wird O
die O
gleiche O
sein O
wie O
am O
Donnerstag O
. O
Nur O
ein O
Horch O
Posten O
wird O
sie O
im O
Saale O
vertreten O
, O
und O
auch O
er O
wird O
wohl O
verschwinden O
, O
wenn O
die O
Allst«,nmungsurne O
anfängt O
zu O
kreisen O
. O
Die O
Deutsche B-ORG
Volkspartei I-ORG
befindet O
sich O
in O
lebhafter O
Diskussion O
in O
ihrem O
Fraktionszimmer O
. O
Man O
sagt O
, O
sie O
werde O
fast O
vollzählig O
auf O
dem O
Platze O
erscheinen O
. O
Große O
Aufmerksamkeit O
widmet O
man O
der O
Sitzung O
der O
Sozialdemokraten O
. O
Man O
weiß O
, O
ihr O
linker O
Flügel O
setzt O
sich O
aus O
unsicheren O
Koalitionskantonisten O
zusammen O
. O
Wird O
es O
der O
Ueberredungskunst O
der O
rechtsgerichteten O
Genossen O
gelingen O
, O
sie O
zu O
überzeugen O
? O
Stolz O
erhobenen O
Hauptes O
. O
im O
Bewußtsein O
ihrer O
plötzlich O
gewonnenen O
Bedeutung O
drängen O
sich O
Vertreter O
des O
linken O
Flügels O
durch O
die O
wartende O
Gruppe O
. O
Tief O
unten O
sitzt O
das O
Zentrum O
, O
still O
und O
zurückgezogen O
wie O
immer O
. O
Die O
Abgelegenheit O
ihres O
Sitzungszimmers O
schützt O
sie O
in O
weitem O
Maße O
vor O
neugierigen O
Fragen O
. O
Bis O
auf O
drei O
Mann O
sind O
alle O
da O
. O
Das O
sind O
neun O
Mann O
mehr O
als O
am O
Donnerstag O
. O
Kurz O
vor O
1 O
Uhr O
sind O
die O
Sozialdemokraten O
mit O
ihrer O
Beratung O
fertig O
. O
Der O
Beschluß O
: O
Fraktionszwang O
! O
Das O
bedeutet O
, O
daß O
jeder O
, O
der O
im O
Saal O
bleibt O
, O
für O
das O
Gesetz O
stimmen O
muss O
. O
Wie O
viele O
aber O
werden O
sich O
dem O
Fraktionszwang O
nicht O
fügen O
? O
Das O
Rätselraten O
geht O
also O
bis O
zur O
Abstimmung O
weiter O
. O
Pünktlich O
1.15 O
Uhr O
beginnen O
die O
Glocken O
das O
Sammelrufen O
. O
Ein O
Stimmengewoge O
, O
das O
Gebrause O
einer O
Volksversammlung O
schlägt O
den O
Ein- O
w ***" O
v “ O
— O
11 O
— O
^ O
— O
1 O
Dicht O
, O
J ch.ru er O
jlebeac O
der O
fremden O
Missionen O
, O
ist O
besetzt O
bis O
hinauf O
in O
die O
letzte O
Reihe O
. O
Unten O
im O
Saale O
herrscht O
das O
gleiche O
Gedränge O
wie O
auf O
den O
Tribünen O
. O
Nur O
die O
Flügel O
sind O
schwächer O
besetzt O
, O
auch O
der O
linke O
Flügel O
der O
Sozialdemokratie O
ist O
gelichtet O
. O
Die O
Deutschnationalen O
sind O
zum O
Teil O
erschienen O
. O
Eröffnung O
der O
Sitzung O
. O
Um O
1.20 O
Uhr O
gebietet O
die O
Glocke O
des O
Präsidenten O
Ruhe O
. O
Eine O
Geschäftsordnungsdebatte O
hebt O
an O
, O
vclvorgerufen O
von O
den O
Kommunisten O
. O
Präsident O
Loebe B-PER
warnt O
vor O
Uebertreibungen O
der O
Redefreiheit O
. O
Nur O
fünf O
Minuten O
stehen O
jedem O
Redner O
nach O
der O
Geschäftsordnung O
zu O
. O
Der O
Abgeordnete O
Stöcker B-PER
verlangt O
, O
zuerst O
und O
vor O
allem O
soll O
die O
Frage O
der O
Notlage O
der O
arbeitenden O
Schichten O
, O
zumal O
der O
Erwerbslosen O
beraten O
werden O
. O
Das O
also O
ist O
das O
Ziel O
der O
kommunistischen O
Deputation O
gewesen O
! O
Die O
Kommunisten O
stellen O
den O
Antrag O
, O
die O
Verordnung O
der O
Reichsregierung O
über O
die O
Herabsetzung O
der O
Erwerbslosenunterstützung O
solle O
L?» O
*- O
€n O
- O
^we O
Schimpfrede O
«ÄöckcrS O
folgt O
als O
ihr^ O
Jnhalt^ O
Verleumdungen O
niedrigster O
Art O
sind O
Der O
Präsident O
greift O
ein O
. O
Die O
Beratung O
des O
Antrages O
scheitert O
auf O
Einspruch O
aus O
dem O
Dause O
, O
^stöcker B-PER
wird O
von O
Koenen B-PER
abgelöst O
. O
Koenen B-PER
verlangt O
der O
Reichstag O
solle O
die O
Verbotekom- O
^ukttst O
Zeitungen O
sofort O
aufheben O
. O
Auch O
die O
Beratung O
dieses O
Antrags O
wird O
durch O
Zuruf O
verhindert O
Neue O
Sabotageversuche O
gegen O
die O
Abstimmung O
folgen O
. O
Für O
die O
bayerische B-ORG
Volkspartei I-ORG
unter O
atemloser O
^.' O
annuna O
des O
Hauses O
der O
Abgeordnete O
Leicht B-PER
folgende O
Erklärung O
ab O
: O
Vor O
den O
Abstimmungen O
der O
letzten O
Sitzung O
haben O
wir O
die O
Erklärung O
abgegeben O
, O
daß O
wir O
gegen O
das O
Ermächtigungsgesetz O
stimmen O
und O
daß O
wir O
aber O
keine O
Obstruktion O
durch O
Verlassen O
des O
Saales O
üben O
werden O
. O
Wir O
hatten O
vorher O
den O
Wunsch O
ausgesprochen O
. O
die O
Konfliktsmöglichkeiten O
Neue O
Erlasse O
des O
Reichspräsidenten O
. O
Demobilmachungsvorschriften O
und O
Erwerbslosenfürsorge O
. O
Nachdem O
vor O
einigen O
Tagen O
bereits O
die O
Verordnung O
über O
die O
Zahlung O
der O
Steuern O
in O
Gold O
erlassen O
worden O
ist O
, O
beschäftigte O
sich O
das O
Reichskabinett O
in O
seiner O
Freitagssitzung O
mit O
der O
Frage O
der O
Bekämpfung O
der O
Preistreibereien O
durch O
Kartelle O
und O
Preiskonventionen O
. O
Die O
beteiligten O
Restarts O
sind O
mit O
der O
Lösung O
dieser O
Frage O
befaßt O
. O
Anschließend O
kamen O
Richtlinien O
für O
die O
künftige O
Wohnungspolitik O
zur O
Erörterung O
und O
Bejcbluhs.'ssung O
. O
iJiicilcre O
Beschlüsse O
bet O
Reichsregierung O
betrafen O
die O
sogenannten O
Temobilmachungsverordnungen O
, O
das O
sind O
die O
Verordnungen O
über O
Einstellung O
und O
Entlassung O
von O
Arbeitnehmern O
vom O
12 O
. O
Februar O
l!L0 O
und O
übet^ O
AetriebsstiUegUiigen O
vom O
9 O
. O
November O
1020 O
. O
Diese O
Verordnungen O
waren O
von O
vorn O
herein O
nur O
für O
eine O
Uebergangszeit O
bestimmt O
. O
Die O
Reichsregierung O
hat O
sich O
bei O
ihren O
Beschlüssen O
von O
dem O
Bl'ltrcbm O
leiten O
lassen O
, O
die O
Produktivität O
der O
Wirtschaft O
wieder O
herzusteilen O
, O
ohne O
dabei O
auf O
den O
notwendigen O
Schutz O
der O
Arbeilokrast O
zu O
verzichten O
. O
Sie O
hat O
deshalb O
durch O
Artikel O
I O
der O
Beiordnung O
über O
Betriebsstillegungen O
und O
Arbeitsstreckung O
die O
geltenden O
Vorschriften O
dahin O
ergänzt O
, O
daß O
in O
der O
Sperrfrist O
von O
regelmäßig O
vier O
Wochen O
, O
die O
einer O
Netticbsstillegung O
oder O
einer O
größeren O
Betriebseinschränkung O
voraue<ehen O
muß O
. O
auch O
Entlassungen O
von O
Albollix'bmerii O
mir O
mit O
Zustimmung O
der O
Behörde O
wirksam O
sind O
, O
und O
daß O
die O
Behörde O
während O
dieser O
Sverrstisten O
auch O
die O
Streckung O
der O
Arbeit O
M O
auf O
21 O
Stunden O
vorschreiben O
kann O
. O
Auf O
der O
anderen O
Seite O
hat O
die O
Reichsregierung O
im O
Artikel O
II O
der O
neuen O
Verordnung O
den O
§ O
12 O
der O
Verordnung O
vom O
12 O
. O
Februar O
ausgehoben O
. O
Nach O
dieser O
Vorschrift O
war O
der O
Arbeitgeber O
gezwungen O
, O
die O
Arbeit O
in O
seinem O
Betrieb O
zu O
strecken O
, O
wenn O
er O
mich O
mit O
einzelne O
Arbeiter O
entlassen O
wollte O
. O
Das O
bedeutete O
eine O
^lastung O
für O
die O
Betriebe O
, O
die O
mit O
den O
Grundsätzen O
der O
Produktivität O
schlechtere:n<u.' O
nicht O
vereinbar O
ist O
. O
Die O
Aufhebung O
des O
§ O
12 O
entspricht O
übrigens O
auch O
einem O
Gutachten O
, O
das O
der O
Sozialpolitische O
Ausschuß O
des O
Reichswirtschaftsrats O
kürzlich O
erstattet O
hat O
. O
In O
einer O
weiteren O
Vorschrift O
der O
neuen O
Verordnung O
werden O
landesrechtliche O
Bestimmungen O
über O
Betriebsstillegungen O
. O
Arbeitsstreckung O
oder O
Erhaltung O
von O
Arbeitnehmern O
in O
den O
Betrieben O
für O
unwirksam O
erklärt O
. O
Eine O
weitere O
Verordnung O
der O
Reichsregierung O
schreibt O
die O
Erhebung O
von O
Beiträgen O
zugunsten O
der O
Erwerbslosenfürsorge O
vor O
. O
Die O
Verordnung O
soll O
die O
Gewahr O
dafür O
bieten O
, O
daß O
die O
Erwerbslosenfürsorge O
. O
die O
unterstützende O
sowohl O
wie O
die O
pirduklive O
. O
und O
die O
öffentliche O
Arbeits-Vermittlung O
trotz O
der O
finanziellen O
Notlage O
des O
Reichs O
in O
dem O
Maße O
fortgeführt O
werden O
können O
. O
das O
aus O
politischen O
und O
sozialen O
Gründen O
unerläßlich O
ist O
. O
Die O
Ä^esträge O
der O
Arbeitgeber O
und O
Arbeitnehmer O
sollen O
eine O
bestimmte O
Höchstgrenze O
— O
20 O
vom O
Hundert O
des O
Krankenkassenbeitrages O
— O
nicht O
überschreiten O
. O
Für O
Gemeinden O
mit O
großer O
Arbeitslosigkeit O
treten O
ergänzend O
auch O
weiterhin O
Reich O
und O
Länder O
ein O
. O
Die O
Verordnung O
sucht O
ihre O
Aufgabe O
mit O
dem O
einfachsten O
Verwaltungsapparat O
zu O
erfüllen O
. O
Die O
feinere O
Ausarbeitung O
soll O
dem O
kommenden O
Gesetz O
über O
Arbeitslosen-Versicherung O
überlassen O
bleiben O
, O
das O
bekanntlich O
nicht O
auf O
Grund O
des O
Ermächtigungsgesetzes O
erledigt O
werden O
kann O
, O
sondern O
der O
ordentlichen O
Gesetzgebung O
Vorbehalten O
bleibt O
. O
Bemerkenswert O
ist O
an O
der O
neuen O
Verordnung O
noch O
die O
Bestimmung O
, O
nach O
der O
die O
Erwerbslosen O
gemeinnützige O
Arbeit O
gegen O
die O
Unterstützung O
zu O
leisten O
haben O
: O
soweit O
für O
Jugendliche O
Arbeitsgelegenheit O
nicht O
gegeben O
ist O
, O
haben O
sie O
sich O
an O
Einrichtungen O
zur O
Fortbildung O
oder O
Ausbildung O
zu O
beteiligen O
. O
Es O
, O
wird O
somit O
zum O
ersten O
Male O
der O
Grundsatz O
ausgestellt O
, O
daß O
die O
Unterstützung O
nicht O
ohne O
Gegenleistung O
gegeben O
wird O
, O
und O
es O
wird O
damit O
die O
Möglickkeit O
. O
brachliegende O
Arbeitskräfte O
produktiv O
zu O
beschäftigen O
. O
nicht O
unwesentlich O
erweitert O
. O
In O
allen O
Entscheidungen O
, O
die O
auf O
Grund O
der O
Verordnung O
ergehen O
, O
sind O
paritätische O
Ausschüsse O
von O
Arbeitgebern O
und O
Arbeitnehmern O
beteiligt O
. O
Auf O
die O
Tagesordnung O
einer O
Kabinettsitzung O
am O
kommenden O
Montag O
ist O
die O
Beschlußfassung O
über O
die O
Wahrungsfrage O
gesetzt O
. O
Herbstsession O
des O
japanischen O
Parlaments O
. O
London B-LOC
, O
II O
. O
10 O
. O
( O
Eigenbericht O
. O
) O
Die O
infolge O
der O
Erdebenkatastrophe O
in O
Aussicht O
genommene O
außerordentliche O
Herbstsession O
des O
japanischen O
Parlaments O
wird O
nach O
Meldungen O
aus O
Tokio B-LOC
Mitte O
November O
eröffnet O
werden O
. O
Das O
Hauptereignis O
wird O
die O
Einführung O
eines O
Gesetzentwurfs O
über O
das O
allgemeine O
Wahlrecht O
bilden O
. O
das O
bisher O
an O
die O
Zahlung O
der O
Staatssteuern O
in O
Höhe O
von O
5 O
Pen O
im O
Jahre O
durch O
das O
Reformgesetz O
tmn O
Jahre O
1910 O
gebunden O
war O
. O
Die O
Initiative O
zu O
dem O
neuen O
Gesetz O
, O
das O
allen O
männlichen O
Personen O
über O
25 O
Jahre O
und O
mit O
einem O
festen O
Wohnsitz O
von O
mindestens O
sechs O
Monaten O
Dauer O
das O
Wahlrecht O
verleihen O
will O
ohne O
jegliche O
Steuerbegrenzung O
, O
ist O
von O
dem O
Verkehrsminister O
Jnukai B-PER
ausgegangen O
, O
der O
mit O
dem O
Innenminister O
Graf B-PER
Goto I-PER
zurzeit O
den O
Entwurf O
ausarbeitet O
. O
Die O
stärkste O
Opposition O
wird O
die O
bisherige O
Regierungspartei O
der O
Seiyukai B-ORG
machen O
, O
die O
wahrend O
der O
Frühjahrstagung O
die O
Wahlreform O
zum O
viertenmal O
zum O
Scheitern O
gebracht O
hat O
. O
Eisenbahnunglück O
bei O
Darmstadt B-LOC
. O
Mtb O
. O
Darmstadt B-LOC
, O
13 O
. O
10 O
. O
Gestern O
abend O
ist O
der O
Personenzug O
052 O
Frankfurt B-LOC
— O
Darmstadt B-LOC
, O
der O
über O
Hanau—Bürhausen B-LOC
umgeleitet O
wird O
, O
unmittelbar O
vor O
Einfahrt O
in O
den O
Bahnhof O
Diourg B-LOC
auf O
einen O
dort O
haltenden O
Güterzug O
aufgefahren O
. O
Etwa O
10 O
Personen O
, O
darunter O
eine O
schstver O
. O
wurden O
verletzt O
. O
zwischen O
dem O
Reich O
und O
Bayern B-LOC
nach O
Kräften O
auszuschalten O
. O
Dieser O
Hoffnung O
ist O
leider O
nicht O
in O
der O
wünschenswerten O
Weise O
entsprochen O
worden O
. O
( O
Bewegung O
. O
) O
Trotzdem O
halten O
wir O
an O
unserer O
Stellungnahme O
fest O
. O
( O
Lebhafte O
Bravorufe O
, O
neue O
Bewegung O
. O
) O
Einleitung O
und O
Ueberschrift O
des O
Gesetzes O
werden O
dann O
mit O
überwältigender O
Mehrheit O
angenommen O
. O
Verordnung O
über O
die O
Kohlenwirtschaft O
. O
W O
. O
T O
. O
B O
. O
teilt O
mit O
: O
Auf O
Grund O
des O
Artikel O
48 O
der O
Reichsverfassung O
wird O
folgendes O
verordnet O
: O
tz O
I O
. O
In O
Abänderung O
des O
8 O
112 O
Absatz O
1 O
der O
Ausführungsbestimmungen O
vom O
21 O
. O
8 O
. O
1918 O
zum O
Gesetz O
über O
die O
Stegelung O
der O
Kohlenwirtschaft O
; O
( O
Reichsgesetzblatt O
S O
. O
1449 O
) O
, O
wird O
bestimmt O
, O
dast O
der O
Reichswirtschaftsminister O
